# name	module	support lane	owner
TRANSFORM_CALCULATE	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_AGGREGATE	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_GROUP	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_IMPUTE	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_LIMIT	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_ROLLING_MEAN	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_SAMPLE	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_SORT	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_STACK	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_HISTOGRAM	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_DENSITY	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_ECDF	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_BOX	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_HEATMAP	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_HEXBIN	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TRANSFORM_REGRESSION	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TYPE_BOOL	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TYPE_NOMINAL	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TYPE_ORDINAL	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TYPE_QUANTITATIVE	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
TYPE_TEMPORAL	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotAnnotation	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotEncoding	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotLayer	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotInteraction	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotScaleSpec	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotSpec	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotTransform	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
channel_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
composition_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
data_type_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
interaction_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
plot_from_spec	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
plot_mark_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
plot_spec_from_json	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
scale_kind_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
transform_name	moxi.plot_spec	provisional	typed plotting data, specification, or runtime
PlotRuntime	moxi.plot_runtime	provisional	typed plotting data, specification, or runtime
PlotControl	moxi.plot_view	provisional	typed plotting data, specification, or runtime
PlotView	moxi.plot_view	provisional	typed plotting data, specification, or runtime
PlotSelection	moxi.plot_selection	provisional	typed plotting data, specification, or runtime
selection_from_keys	moxi.plot_selection	provisional	typed plotting data, specification, or runtime
PlotLink	moxi.plot_link	provisional	typed plotting data, specification, or runtime
PLOT_RENDER_LINES	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PLOT_RENDER_INSTANCES	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PLOT_RENDER_LINE_STRIDE	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PLOT_RENDER_INSTANCE_STRIDE	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PlotRenderBatch	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PlotRenderLine	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PlotRenderInstance	moxi.plot_render	provisional	typed plotting data, specification, or runtime
PlotRenderPacket	moxi.plot_render	provisional	typed plotting data, specification, or runtime
VirtualItemBuilder	moxi.virtual_view	provisional	stateful UI support primitives
VirtualizedList	moxi.virtual_view	provisional	stateful UI support primitives
SvgSceneRenderer	moxi.svg	host-adapter	platform and native-host adapters
MacOSTextShaper	moxi.coretext	experimental	experimental or optional integration
HarfBuzzTextShaper	moxi.harfbuzz	experimental	experimental or optional integration
MacOSMetalCanvasPainter	moxi.metal	experimental	experimental or optional integration
MacOSMetalRenderer	moxi.metal	experimental	experimental or optional integration
MacOSMetalWindow	moxi.metal	experimental	experimental or optional integration
LIVE_SCRIPT_CANVAS_ID	moxi.live_script	demo/support	examples, recipes, or validation support
LIVE_SCRIPT_DETAIL_ID	moxi.live_script	demo/support	examples, recipes, or validation support
LIVE_SCRIPT_STATUS_ID	moxi.live_script	demo/support	examples, recipes, or validation support
LIVE_SCRIPT_TITLE_ID	moxi.live_script	demo/support	examples, recipes, or validation support
LiveScriptState	moxi.live_script	demo/support	examples, recipes, or validation support
SHOWCASE_ANIMATION	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_CORETEXT	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_HARFBUZZ	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_HELLO_COMPONENT	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_HELLO_WINDOW	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_METAL_SCENE	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_METAL_WINDOW	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_GALLERY	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_SVG	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_CANVAS_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_RESET_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_TOOLBAR_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_RESET_VIEW_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_CLEAR_SELECTION_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_TOGGLE_MARKS_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_STREAM_ID	moxi.showcase	demo/support	examples, recipes, or validation support
SHOWCASE_PLOT_STATUS_ID	moxi.showcase	demo/support	examples, recipes, or validation support
ShowcaseState	moxi.showcase	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_ALL	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_START	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_COMPONENTS	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_LAYOUT	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_PLOTTING	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_RENDERING	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_TEXT	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_STATIC	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_COUNTER	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_FORM	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_NESTED	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_COMPOSED	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_WX_STYLE	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_INTERACTION	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_ROW	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_ALIGNMENT	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_WRAPPED	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_SHOWCASE	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_FRACTAL	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_LIVE_SCRIPT	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_THEME_SHOWCASE	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_CAPABILITY_WALKTHROUGH	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_HELLO_WINDOW_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_HELLO_COMPONENT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_COUNTER_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_FORM_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_NESTED_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_COMPOSED_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_WX_STYLE_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_INTERACTION_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_ROW_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_ALIGNMENT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_WRAPPED_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_ANIMATION_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PLOT_GALLERY_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PLOT_SVG_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_FRACTAL_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_METAL_SCENE_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_METAL_WINDOW_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CORETEXT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_HARFBUZZ_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_LIVE_SCRIPT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_THEME_SHOWCASE_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CAPABILITY_WALKTHROUGH_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_TAB_OVERVIEW	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_TAB_SOURCE	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_TAB_DEMO	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_SEARCH_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CLEAR_SEARCH_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_ENTRY_VIEW_BASE	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CATEGORY_BUTTON_BASE	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_COUNTER_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_WX_STYLE_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_INTERACTION_SLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_INTERACTION_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_SHOWCASE_SLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_FRACTAL_SLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_SHOWCASE_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_FRACTAL_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_LIVE_SCRIPT_SLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_LIVE_SCRIPT_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_THEME_SHOWCASE_SLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_THEME_SHOWCASE_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CAPABILITY_WALKTHROUGH_SLOT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CAPABILITY_WALKTHROUGH_ID_OFFSET	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_HEADER_KICKER_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_PAGE_QUICKSTART_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_TAB_OVERVIEW_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_TAB_SOURCE_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_TAB_DEMO_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_RUN_BUTTON_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_RESET_BUTTON_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_NAV_PORTAL_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_NAV_TREE_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_CONTENT_PORTAL_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_SOURCE_TEXT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_EMPTY_CLEAR_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_STORY_SPLIT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_STORY_CODE_TEXT_ID	moxi.demo_browser	demo/support	examples, recipes, or validation support
DemoEntry	moxi.demo_browser	demo/support	examples, recipes, or validation support
DemoCatalog	moxi.demo_browser	demo/support	examples, recipes, or validation support
DemoBrowserState	moxi.demo_browser	demo/support	examples, recipes, or validation support
demo_category_name	moxi.demo_browser	demo/support	examples, recipes, or validation support
demo_category_short_name	moxi.demo_browser	demo/support	examples, recipes, or validation support
DEMO_WALKTHROUGH_EVENT	moxi.demo_walkthrough	demo/support	examples, recipes, or validation support
DEMO_WALKTHROUGH_APPROVAL	moxi.demo_walkthrough	demo/support	examples, recipes, or validation support
DemoWalkthroughAction	moxi.demo_walkthrough	demo/support	examples, recipes, or validation support
DemoWalkthroughHandler	moxi.demo_walkthrough	demo/support	examples, recipes, or validation support
DemoWalkthroughDriver	moxi.demo_walkthrough	demo/support	examples, recipes, or validation support
moxi_version	moxi.__init__	stable-core	package version boundary
